date,zone_id,temp_c,rainfall_mm,humidity_pct
2025-08-17,Z02,24.7,4.6,40.9
2025-08-18,Z02,24.1,2.5,35.2
2025-08-19,Z02,25.4,0.7,34.6
2025-08-20,Z02,27.3,1.4,36.8
2025-08-21,Z02,24.9,0.1,36.4
2025-08-22,Z02,24.8,0.6,39.3
2025-08-23,Z02,24.0,0.9,36.6
2025-08-24,Z02,23.2,0.0,45.1
2025-08-25,Z02,23.3,0.5,37.8
2025-08-26,Z02,23.7,0.1,37.4
2025-08-27,Z02,26.4,1.8,40.0
2025-08-28,Z02,22.8,0.5,47.1
2025-08-29,Z02,23.2,0.7,43.3
2025-08-30,Z02,21.4,0.0,41.9
2025-08-31,Z02,24.1,0.1,35.4
2025-09-01,Z02,25.1,0.6,37.0
2025-09-02,Z02,25.4,1.5,36.4
2025-09-03,Z02,22.7,0.0,49.5
2025-09-04,Z02,23.2,1.0,45.8
2025-09-05,Z02,21.7,15.2,39.0
2025-09-06,Z02,22.8,1.2,40.6
2025-09-07,Z02,22.3,7.4,39.5
2025-09-08,Z02,21.6,0.1,39.4
2025-09-09,Z02,21.6,4.9,46.3
2025-09-10,Z02,22.0,1.8,42.7
2025-09-11,Z02,20.5,1.5,54.7
2025-09-12,Z02,20.4,0.0,50.8
2025-09-13,Z02,23.8,8.9,51.2
2025-09-14,Z02,25.4,0.3,48.2
2025-09-15,Z02,18.2,1.7,43.0
2025-09-16,Z02,17.9,0.4,48.3
2025-09-17,Z02,18.3,3.2,43.7
2025-09-18,Z02,19.7,0.0,53.8
2025-09-19,Z02,21.3,5.7,47.9
2025-09-20,Z02,20.6,2.9,47.4
2025-09-21,Z02,19.6,0.7,46.9
2025-09-22,Z02,20.1,9.4,55.2
2025-09-23,Z02,17.7,3.1,39.5
2025-09-24,Z02,18.3,0.4,56.1
2025-09-25,Z02,18.5,0.8,46.2
2025-09-26,Z02,15.5,0.1,40.3
2025-09-27,Z02,16.1,0.1,43.8
2025-09-28,Z02,16.0,0.2,39.6
2025-09-29,Z02,19.2,12.1,51.3
2025-09-30,Z02,18.1,2.1,43.1
2025-10-01,Z02,18.6,8.9,49.4
2025-10-02,Z02,14.0,2.1,54.4
2025-10-03,Z02,14.4,2.1,45.6
2025-10-04,Z02,18.1,0.7,47.9
2025-10-05,Z02,11.7,0.9,42.9
2025-10-06,Z02,18.7,0.4,47.8
2025-10-07,Z02,13.1,4.2,62.8
2025-10-08,Z02,17.7,0.4,54.1
2025-10-09,Z02,14.4,0.0,49.1
2025-10-10,Z02,17.7,5.3,47.6
2025-10-11,Z02,21.4,4.0,50.7
2025-10-12,Z02,11.3,4.6,51.8
2025-10-13,Z02,16.5,0.2,49.3
2025-10-14,Z02,11.8,0.8,54.3
2025-10-15,Z02,15.6,2.0,47.2
2025-10-16,Z02,14.3,0.1,47.4
2025-10-17,Z02,14.7,0.0,54.3
2025-10-18,Z02,12.6,0.1,46.8
2025-10-19,Z02,15.5,2.9,56.6
2025-10-20,Z02,11.3,1.8,53.1
2025-10-21,Z02,15.9,14.7,44.3
2025-10-22,Z02,12.8,0.5,54.3
2025-10-23,Z02,10.8,1.4,45.5
2025-10-24,Z02,16.0,0.9,57.7
2025-10-25,Z02,12.8,12.8,53.2
2025-10-26,Z02,16.2,1.8,64.0
2025-10-27,Z02,14.8,2.4,60.4
2025-10-28,Z02,11.0,0.1,50.0
2025-10-29,Z02,12.1,6.3,45.4
2025-10-30,Z02,12.3,4.4,52.0
2025-10-31,Z02,14.6,0.2,49.9
2025-11-01,Z02,12.5,4.3,65.4
2025-11-02,Z02,11.9,0.1,56.5
2025-11-03,Z02,11.0,0.1,61.5
2025-11-04,Z02,11.1,0.2,55.6
2025-11-05,Z02,13.4,0.6,56.4
2025-11-06,Z02,10.9,0.8,57.4
2025-11-07,Z02,10.0,4.7,63.4
2025-11-08,Z02,9.5,4.7,59.6
2025-11-09,Z02,9.4,2.6,53.0
2025-11-10,Z02,7.7,6.3,66.7
2025-11-11,Z02,8.7,6.1,57.4
2025-11-12,Z02,12.6,3.6,56.8
2025-11-13,Z02,9.3,0.6,45.2
2025-11-14,Z02,10.8,0.7,62.7
2025-11-15,Z02,4.9,9.7,60.3
2025-11-16,Z02,10.3,1.2,60.6
2025-11-17,Z02,8.8,12.2,58.3
2025-11-18,Z02,8.1,4.1,57.7
2025-11-19,Z02,9.1,3.1,58.9
2025-11-20,Z02,7.8,6.9,63.3
2025-11-21,Z02,4.7,20.7,64.5
2025-11-22,Z02,10.0,0.0,60.3
2025-11-23,Z02,8.7,3.1,66.5
2025-11-24,Z02,7.5,2.7,61.6
2025-11-25,Z02,6.2,9.3,59.7
2025-11-26,Z02,5.2,0.2,63.4
2025-11-27,Z02,8.1,1.9,55.8
2025-11-28,Z02,10.5,6.3,64.0
2025-11-29,Z02,7.8,3.6,55.4
2025-11-30,Z02,4.9,1.3,58.1
2025-12-01,Z02,7.6,0.0,53.4
2025-12-02,Z02,7.0,1.4,62.8
2025-12-03,Z02,8.6,5.7,72.0
2025-12-04,Z02,8.0,0.2,63.5
2025-12-05,Z02,1.4,5.4,67.5
2025-12-06,Z02,7.7,0.0,76.3
2025-12-07,Z02,4.8,3.6,66.7
2025-12-08,Z02,3.9,4.5,61.1
2025-12-09,Z02,6.0,5.4,62.0
2025-12-10,Z02,7.0,3.2,65.3
2025-12-11,Z02,3.2,4.4,62.3
2025-12-12,Z02,7.4,0.0,62.9
2025-12-13,Z02,7.4,11.4,70.8
2025-12-14,Z02,6.0,3.8,71.2
2025-12-15,Z02,4.3,2.0,58.0
2025-12-16,Z02,4.0,1.3,62.3
2025-12-17,Z02,7.5,0.0,64.2
2025-12-18,Z02,2.9,0.9,69.7
2025-12-19,Z02,7.5,1.3,72.6
2025-12-20,Z02,5.2,0.5,80.5
2025-12-21,Z02,5.3,4.0,64.8
2025-12-22,Z02,2.3,24.1,65.2
2025-12-23,Z02,5.1,0.1,70.4
2025-12-24,Z02,6.4,0.4,64.2
2025-12-25,Z02,2.8,2.2,67.0
2025-12-26,Z02,6.1,1.6,65.8
2025-12-27,Z02,5.3,0.7,54.9
2025-12-28,Z02,3.9,4.3,68.8
2025-12-29,Z02,6.6,5.0,67.3
2025-12-30,Z02,1.1,14.5,74.7
2025-12-31,Z02,5.6,1.1,68.5
2023-01-01,Z03,3.5,20.7,67.4
2023-01-02,Z03,5.2,1.7,78.1
2023-01-03,Z03,1.9,8.7,68.5
2023-01-04,Z03,3.5,2.6,63.2
2023-01-05,Z03,6.8,5.8,73.6
2023-01-06,Z03,5.2,0.8,66.7
2023-01-07,Z03,7.3,3.0,70.6
2023-01-08,Z03,2.1,15.6,66.2
2023-01-09,Z03,5.2,0.6,75.7
2023-01-10,Z03,4.8,6.0,66.5
2023-01-11,Z03,7.3,3.8,76.5
2023-01-12,Z03,6.8,18.8,64.3
2023-01-13,Z03,6.8,20.8,68.1
2023-01-14,Z03,8.4,2.0,76.7
2023-01-15,Z03,5.0,29.5,70.6
2023-01-16,Z03,8.1,9.7,81.1
2023-01-17,Z03,3.8,0.4,68.5
2023-01-18,Z03,3.8,22.9,71.1
2023-01-19,Z03,7.1,3.0,79.4
2023-01-20,Z03,3.1,0.3,62.3
2023-01-21,Z03,6.9,0.2,61.8
2023-01-22,Z03,6.1,24.4,66.0
2023-01-23,Z03,7.9,1.6,74.0
2023-01-24,Z03,5.9,14.8,61.9
2023-01-25,Z03,6.1,1.5,73.0
2023-01-26,Z03,7.0,0.7,72.6
2023-01-27,Z03,5.0,0.5,80.1
2023-01-28,Z03,4.9,3.3,75.2
2023-01-29,Z03,7.1,0.7,71.8
2023-01-30,Z03,6.3,0.2,76.8
2023-01-31,Z03,5.7,0.5,72.6
2023-02-01,Z03,6.3,15.8,67.6
2023-02-02,Z03,9.4,5.8,64.2
2023-02-03,Z03,5.8,0.3,67.0
2023-02-04,Z03,5.9,10.2,69.6
2023-02-05,Z03,3.7,7.3,70.7
2023-02-06,Z03,6.8,17.4,59.1
2023-02-07,Z03,8.2,0.0,68.6
2023-02-08,Z03,8.6,33.7,69.8
2023-02-09,Z03,7.4,0.1,72.3
2023-02-10,Z03,9.0,4.3,77.7
2023-02-11,Z03,8.7,14.3,70.4
2023-02-12,Z03,9.5,11.7,64.8
2023-02-13,Z03,9.4,0.8,60.2
2023-02-14,Z03,10.5,3.1,72.7
2023-02-15,Z03,7.5,5.0,64.8
2023-02-16,Z03,5.5,21.6,73.4
2023-02-17,Z03,9.2,7.3,75.9
2023-02-18,Z03,9.6,9.9,61.1
2023-02-19,Z03,11.1,21.9,71.5
2023-02-20,Z03,10.7,0.6,75.1
2023-02-21,Z03,12.0,12.2,73.6
2023-02-22,Z03,9.8,2.5,58.0
2023-02-23,Z03,9.2,2.8,64.1
2023-02-24,Z03,6.4,6.2,61.8
2023-02-25,Z03,9.6,3.6,70.7
2023-02-26,Z03,8.2,14.0,70.0
2023-02-27,Z03,9.7,1.2,54.3
2023-02-28,Z03,9.6,0.2,66.2
2023-03-01,Z03,10.5,12.6,71.5
2023-03-02,Z03,9.6,0.9,68.1
2023-03-03,Z03,11.6,0.4,68.0
2023-03-04,Z03,5.2,1.5,65.3
2023-03-05,Z03,10.6,0.5,61.6
2023-03-06,Z03,12.5,0.4,66.7
2023-03-07,Z03,13.9,14.8,66.9
2023-03-08,Z03,12.0,1.5,69.5
2023-03-09,Z03,13.9,12.1,69.8
2023-03-10,Z03,11.3,0.1,66.5
2023-03-11,Z03,11.2,0.4,71.4
2023-03-12,Z03,12.3,4.1,63.9
2023-03-13,Z03,11.5,0.3,58.4
2023-03-14,Z03,10.3,0.8,67.8
2023-03-15,Z03,10.9,11.4,65.8
2023-03-16,Z03,10.0,2.6,67.5
2023-03-17,Z03,13.2,4.3,58.5
2023-03-18,Z03,12.4,0.0,73.6
2023-03-19,Z03,11.9,0.0,68.0
2023-03-20,Z03,11.7,0.2,62.8
2023-03-21,Z03,13.8,10.5,59.3
2023-03-22,Z03,14.5,4.0,69.2
2023-03-23,Z03,11.2,10.9,58.1
2023-03-24,Z03,11.1,7.3,74.7
2023-03-25,Z03,15.3,1.5,60.1
2023-03-26,Z03,11.3,1.2,71.6
2023-03-27,Z03,15.0,0.1,61.8
2023-03-28,Z03,17.1,3.6,70.4
2023-03-29,Z03,17.3,0.2,58.6
2023-03-30,Z03,15.9,1.5,62.2
2023-03-31,Z03,16.0,13.1,65.9
2023-04-01,Z03,19.0,3.9,64.9
2023-04-02,Z03,10.9,21.7,66.9
2023-04-03,Z03,14.5,0.9,58.7
2023-04-04,Z03,17.0,0.1,61.3
2023-04-05,Z03,15.1,0.4,66.9
2023-04-06,Z03,18.1,0.2,56.9
2023-04-07,Z03,16.0,6.0,63.0
2023-04-08,Z03,16.5,9.4,58.8
2023-04-09,Z03,15.9,1.6,60.7
2023-04-10,Z03,15.7,0.8,59.9
2023-04-11,Z03,15.8,4.3,55.3
2023-04-12,Z03,17.5,0.1,57.7
2023-04-13,Z03,15.8,0.1,59.4
2023-04-14,Z03,19.1,0.1,57.9
2023-04-15,Z03,18.7,0.1,66.1
2023-04-16,Z03,19.7,0.4,63.0
2023-04-17,Z03,15.9,0.3,59.1
2023-04-18,Z03,15.1,11.7,53.6
2023-04-19,Z03,18.3,0.2,53.1
2023-04-20,Z03,23.7,0.2,66.8
2023-04-21,Z03,21.0,0.4,51.6
2023-04-22,Z03,17.9,6.8,57.0
2023-04-23,Z03,19.8,0.0,58.0
2023-04-24,Z03,20.6,4.0,54.3
2023-04-25,Z03,17.0,0.0,50.6
2023-04-26,Z03,22.1,5.7,51.5
2023-04-27,Z03,19.5,2.1,52.4
2023-04-28,Z03,19.8,1.1,51.3
2023-04-29,Z03,20.2,11.9,61.3
2023-04-30,Z03,22.4,2.4,54.3
2023-05-01,Z03,19.1,0.0,51.5
2023-05-02,Z03,17.6,13.9,54.4
2023-05-03,Z03,21.4,0.3,56.9
2023-05-04,Z03,17.4,2.7,51.6
2023-05-05,Z03,20.7,2.5,57.6
2023-05-06,Z03,23.5,0.0,46.5
2023-05-07,Z03,22.6,0.1,58.4
2023-05-08,Z03,23.6,3.6,52.3
2023-05-09,Z03,23.0,2.6,51.8
2023-05-10,Z03,26.4,0.1,48.3
2023-05-11,Z03,21.2,1.3,45.4
2023-05-12,Z03,23.1,5.0,43.0
2023-05-13,Z03,21.7,2.0,47.2
2023-05-14,Z03,24.4,0.5,53.7
2023-05-15,Z03,22.7,0.1,45.7
2023-05-16,Z03,26.1,7.5,42.6
2023-05-17,Z03,22.2,1.3,45.5
2023-05-18,Z03,25.8,0.7,47.9
2023-05-19,Z03,24.5,0.0,47.8
2023-05-20,Z03,23.6,0.0,48.7
2023-05-21,Z03,24.7,0.4,54.3
2023-05-22,Z03,24.4,2.3,55.1
2023-05-23,Z03,24.7,0.0,58.7
2023-05-24,Z03,23.8,4.7,40.3
2023-05-25,Z03,23.0,1.6,43.9
2023-05-26,Z03,23.8,3.2,51.4
2023-05-27,Z03,21.5,0.1,45.4
2023-05-28,Z03,26.2,0.0,51.8
2023-05-29,Z03,22.6,1.9,48.3
2023-05-30,Z03,24.6,0.9,54.9
2023-05-31,Z03,26.2,1.0,52.0
2023-06-01,Z03,26.7,1.1,51.9
2023-06-02,Z03,22.1,3.3,44.3
2023-06-03,Z03,25.3,0.2,45.7
2023-06-04,Z03,26.4,0.0,44.4
2023-06-05,Z03,25.7,0.5,38.2
2023-06-06,Z03,28.2,0.3,52.9
2023-06-07,Z03,24.4,5.4,49.1
2023-06-08,Z03,22.3,0.3,43.4
2023-06-09,Z03,27.5,0.1,51.5
2023-06-10,Z03,25.2,1.9,41.6
2023-06-11,Z03,23.1,0.1,35.4
2023-06-12,Z03,26.1,0.4,49.5
2023-06-13,Z03,28.6,0.0,37.8
2023-06-14,Z03,24.2,0.1,43.1
2023-06-15,Z03,30.8,0.6,44.9
2023-06-16,Z03,25.2,0.0,45.6
2023-06-17,Z03,26.9,4.3,47.8
2023-06-18,Z03,24.6,10.2,46.3
2023-06-19,Z03,27.0,0.6,46.0
2023-06-20,Z03,26.7,3.5,39.1
2023-06-21,Z03,24.3,0.1,44.4
2023-06-22,Z03,32.2,0.7,35.2
2023-06-23,Z03,26.2,2.0,50.4
2023-06-24,Z03,26.3,2.0,35.4
2023-06-25,Z03,29.0,0.7,40.6
2023-06-26,Z03,30.6,9.0,35.6
2023-06-27,Z03,29.4,2.3,38.4
2023-06-28,Z03,25.2,0.2,42.0
2023-06-29,Z03,27.8,0.0,39.2
2023-06-30,Z03,24.1,0.5,47.4
2023-07-01,Z03,29.1,0.9,42.7
2023-07-02,Z03,24.6,0.0,39.1
2023-07-03,Z03,26.1,1.5,40.7
2023-07-04,Z03,27.5,0.3,47.3
2023-07-05,Z03,28.4,0.7,45.7
2023-07-06,Z03,27.1,0.1,35.3
2023-07-07,Z03,30.3,1.4,37.5
2023-07-08,Z03,28.9,2.8,43.2
2023-07-09,Z03,28.8,1.0,42.5
2023-07-10,Z03,25.4,0.4,35.4
2023-07-11,Z03,30.7,0.0,44.4
2023-07-12,Z03,26.2,0.2,36.1
2023-07-13,Z03,30.7,0.6,47.0
2023-07-14,Z03,31.2,1.0,43.1
2023-07-15,Z03,28.5,0.3,34.7
2023-07-16,Z03,29.4,1.4,37.7
2023-07-17,Z03,22.0,1.7,37.5
2023-07-18,Z03,27.2,0.4,41.0
2023-07-19,Z03,29.5,0.0,39.1
2023-07-20,Z03,29.1,0.0,34.4
2023-07-21,Z03,25.2,0.5,33.1
2023-07-22,Z03,26.9,0.7,42.8
2023-07-23,Z03,22.8,0.1,41.5
2023-07-24,Z03,28.1,2.5,40.6
2023-07-25,Z03,23.9,3.6,41.4
2023-07-26,Z03,29.3,1.0,36.9
2023-07-27,Z03,29.3,0.1,40.9
2023-07-28,Z03,26.3,1.0,52.7
2023-07-29,Z03,28.0,0.1,45.9
2023-07-30,Z03,26.6,0.0,38.6
2023-07-31,Z03,27.4,0.0,37.4
2023-08-01,Z03,24.8,4.0,25.7
2023-08-02,Z03,27.9,0.9,45.4
2023-08-03,Z03,23.8,1.1,44.0
2023-08-04,Z03,23.3,0.5,37.4
2023-08-05,Z03,26.3,0.3,33.0
2023-08-06,Z03,26.1,0.0,34.4
2023-08-07,Z03,26.9,0.1,42.5
2023-08-08,Z03,25.1,0.3,39.8
2023-08-09,Z03,29.6,1.4,43.8
2023-08-10,Z03,26.4,3.5,40.8
2023-08-11,Z03,26.4,2.8,45.3
2023-08-12,Z03,26.3,0.1,42.4
2023-08-13,Z03,27.6,2.2,44.7
2023-08-14,Z03,26.7,0.1,30.2
2023-08-15,Z03,26.4,1.0,34.6
2023-08-16,Z03,26.8,1.3,39.0
2023-08-17,Z03,22.1,0.7,46.3
2023-08-18,Z03,22.0,0.1,50.4
2023-08-19,Z03,25.0,2.7,40.3
2023-08-20,Z03,24.7,7.1,38.1
2023-08-21,Z03,25.9,2.1,31.5
2023-08-22,Z03,24.8,2.7,45.7
2023-08-23,Z03,25.7,1.7,38.8
2023-08-24,Z03,22.3,0.0,56.4
2023-08-25,Z03,24.4,3.1,38.0
2023-08-26,Z03,21.8,0.0,52.4
2023-08-27,Z03,24.8,0.1,45.7
2023-08-28,Z03,20.6,1.8,37.0
2023-08-29,Z03,24.5,0.8,43.4
2023-08-30,Z03,21.0,0.3,46.2
2023-08-31,Z03,22.8,2.2,41.4
2023-09-01,Z03,25.0,0.3,46.9
2023-09-02,Z03,23.6,0.2,46.9
2023-09-03,Z03,20.1,0.2,46.0
2023-09-04,Z03,21.7,2.7,43.1
2023-09-05,Z03,20.1,1.7,37.4
2023-09-06,Z03,19.6,3.6,43.1
2023-09-07,Z03,22.7,0.4,44.5
2023-09-08,Z03,23.3,2.4,34.4
2023-09-09,Z03,22.9,0.2,44.8
2023-09-10,Z03,23.1,0.8,43.7
2023-09-11,Z03,21.8,1.6,37.8
2023-09-12,Z03,21.1,4.9,42.8
2023-09-13,Z03,19.5,0.7,43.1
2023-09-14,Z03,20.5,3.6,54.5
2023-09-15,Z03,18.7,0.6,46.2
2023-09-16,Z03,19.4,0.0,50.5
2023-09-17,Z03,20.9,0.0,44.9
2023-09-18,Z03,20.4,0.1,36.3
2023-09-19,Z03,25.9,3.5,49.2
2023-09-20,Z03,17.8,1.6,42.8
2023-09-21,Z03,19.8,0.1,44.6
2023-09-22,Z03,17.3,0.3,41.2
2023-09-23,Z03,19.0,11.6,47.1
2023-09-24,Z03,18.9,0.2,52.3
2023-09-25,Z03,20.9,0.0,51.8
2023-09-26,Z03,18.3,0.0,55.3
2023-09-27,Z03,18.6,2.4,56.2
2023-09-28,Z03,18.0,0.0,37.6
2023-09-29,Z03,16.1,1.2,42.1
2023-09-30,Z03,17.2,1.0,39.2
2023-10-01,Z03,17.5,6.8,51.7
2023-10-02,Z03,18.2,5.8,45.3
2023-10-03,Z03,18.9,0.3,46.5
2023-10-04,Z03,17.2,0.3,48.1
2023-10-05,Z03,17.0,0.2,51.4
2023-10-06,Z03,14.2,6.1,42.3
2023-10-07,Z03,18.1,8.1,43.6
2023-10-08,Z03,15.7,0.0,50.2
2023-10-09,Z03,18.1,3.9,56.4
2023-10-10,Z03,18.9,0.0,50.5
2023-10-11,Z03,16.0,0.1,47.0
2023-10-12,Z03,14.3,1.3,40.4
2023-10-13,Z03,15.9,4.5,56.2
2023-10-14,Z03,16.4,6.0,48.0
2023-10-15,Z03,15.0,1.0,46.2
2023-10-16,Z03,14.4,0.7,43.6
2023-10-17,Z03,16.2,1.9,45.2
2023-10-18,Z03,15.9,0.4,47.9
2023-10-19,Z03,14.2,0.1,51.7
2023-10-20,Z03,11.7,1.9,47.2
2023-10-21,Z03,15.3,3.3,54.4
2023-10-22,Z03,12.9,0.2,52.5
2023-10-23,Z03,14.5,3.6,65.1
2023-10-24,Z03,14.2,7.0,45.7
2023-10-25,Z03,10.3,0.1,55.3
2023-10-26,Z03,13.7,1.2,55.6
2023-10-27,Z03,14.3,1.2,49.8
2023-10-28,Z03,14.3,6.6,55.7
2023-10-29,Z03,13.2,10.6,59.4
2023-10-30,Z03,9.3,0.0,56.3
2023-10-31,Z03,14.9,0.3,63.0
2023-11-01,Z03,13.2,2.0,45.4
2023-11-02,Z03,10.1,4.9,52.3
2023-11-03,Z03,10.7,0.9,64.2
2023-11-04,Z03,12.4,24.6,61.6
2023-11-05,Z03,13.0,0.3,60.0
2023-11-06,Z03,10.7,0.3,63.7
2023-11-07,Z03,12.9,0.4,48.2
2023-11-08,Z03,8.0,3.4,62.1
2023-11-09,Z03,9.2,0.5,63.7
2023-11-10,Z03,7.2,1.6,55.3
2023-11-11,Z03,9.2,0.1,72.0
2023-11-12,Z03,13.3,0.1,60.1
2023-11-13,Z03,14.2,0.1,48.4
2023-11-14,Z03,10.7,0.0,61.5
2023-11-15,Z03,9.0,2.0,56.2
2023-11-16,Z03,9.6,5.9,65.9
2023-11-17,Z03,10.7,0.2,63.0
2023-11-18,Z03,6.9,0.2,57.6
2023-11-19,Z03,8.5,0.4,68.3
2023-11-20,Z03,12.0,0.9,65.7
2023-11-21,Z03,7.4,3.8,57.1
2023-11-22,Z03,7.8,0.7,60.7
2023-11-23,Z03,9.0,3.8,64.3
2023-11-24,Z03,9.4,2.0,60.1
2023-11-25,Z03,7.6,0.2,60.5
2023-11-26,Z03,8.7,2.0,62.6
2023-11-27,Z03,9.6,4.7,57.3
2023-11-28,Z03,11.9,29.1,51.7
2023-11-29,Z03,8.0,0.0,64.3
2023-11-30,Z03,8.0,3.1,53.3
2023-12-01,Z03,10.7,0.3,58.5
2023-12-02,Z03,6.9,1.0,54.9
2023-12-03,Z03,5.4,9.0,55.7
2023-12-04,Z03,8.1,2.3,66.3
2023-12-05,Z03,9.5,2.7,63.2
2023-12-06,Z03,8.1,3.9,63.2
2023-12-07,Z03,7.1,61.7,58.1
2023-12-08,Z03,4.6,1.5,61.6
2023-12-09,Z03,7.0,1.3,67.0
2023-12-10,Z03,9.2,13.3,65.0
2023-12-11,Z03,4.7,4.3,69.6
2023-12-12,Z03,6.4,3.7,70.5
2023-12-13,Z03,6.1,0.4,64.6
2023-12-14,Z03,5.4,22.3,56.8
2023-12-15,Z03,7.0,1.2,62.4
2023-12-16,Z03,7.3,1.8,65.9
2023-12-17,Z03,7.2,10.1,62.7
2023-12-18,Z03,4.6,0.6,61.4
2023-12-19,Z03,3.4,4.2,67.2
2023-12-20,Z03,6.7,6.3,79.2
2023-12-21,Z03,5.3,0.6,64.7
2023-12-22,Z03,9.4,10.6,67.3
2023-12-23,Z03,9.5,2.5,60.9
2023-12-24,Z03,9.6,8.9,73.8
2023-12-25,Z03,4.3,7.6,72.1
2023-12-26,Z03,7.0,1.7,71.9
2023-12-27,Z03,7.5,0.1,74.8
2023-12-28,Z03,7.2,4.2,66.0
2023-12-29,Z03,5.2,0.0,66.7
2023-12-30,Z03,8.1,1.1,76.9
2023-12-31,Z03,5.7,12.7,71.7
2024-01-01,Z03,5.9,5.8,57.5
2024-01-02,Z03,2.9,2.8,71.0
2024-01-03,Z03,6.8,0.9,65.9
2024-01-04,Z03,5.2,0.0,73.4
2024-01-05,Z03,6.5,5.2,71.0
2024-01-06,Z03,6.1,0.3,60.4
2024-01-07,Z03,5.9,1.3,70.5
2024-01-08,Z03,5.5,0.1,70.3
2024-01-09,Z03,7.0,17.2,71.2
2024-01-10,Z03,5.3,9.1,72.3
2024-01-11,Z03,3.0,5.7,77.0
2024-01-12,Z03,6.7,1.7,71.6
2024-01-13,Z03,4.2,1.6,69.7
2024-01-14,Z03,3.3,0.9,75.4
2024-01-15,Z03,3.8,12.3,80.9
2024-01-16,Z03,6.2,3.9,74.3
2024-01-17,Z03,5.6,4.8,70.8
2024-01-18,Z03,1.9,0.9,72.0
2024-01-19,Z03,5.1,1.8,71.2
2024-01-20,Z03,7.9,0.0,70.0
2024-01-21,Z03,5.1,3.4,80.8
2024-01-22,Z03,5.6,0.0,66.2
2024-01-23,Z03,7.8,1.4,75.8
2024-01-24,Z03,7.4,1.1,69.4
2024-01-25,Z03,7.9,0.0,62.6
2024-01-26,Z03,1.1,1.3,69.1
2024-01-27,Z03,9.3,0.0,67.3
2024-01-28,Z03,7.4,3.3,72.9
2024-01-29,Z03,10.7,4.1,70.4
2024-01-30,Z03,4.9,7.7,64.9
2024-01-31,Z03,3.2,5.9,77.3
2024-02-01,Z03,6.5,4.8,75.4
2024-02-02,Z03,6.1,0.3,77.8
2024-02-03,Z03,7.8,7.3,71.1
2024-02-04,Z03,8.7,5.5,69.7
2024-02-05,Z03,6.6,4.9,73.3
2024-02-06,Z03,6.5,3.7,66.9
2024-02-07,Z03,7.9,0.4,70.3
2024-02-08,Z03,6.6,0.5,68.8
2024-02-09,Z03,6.6,2.0,62.3
2024-02-10,Z03,9.1,1.0,70.2
2024-02-11,Z03,9.6,4.4,67.2
2024-02-12,Z03,9.4,0.8,68.2
2024-02-13,Z03,7.3,0.3,71.1
2024-02-14,Z03,3.8,0.1,75.6
2024-02-15,Z03,7.5,0.4,64.9
2024-02-16,Z03,6.6,1.8,67.4
2024-02-17,Z03,7.8,12.2,65.1
2024-02-18,Z03,6.9,19.2,64.7
2024-02-19,Z03,8.2,0.0,65.8
2024-02-20,Z03,6.5,2.7,67.7
2024-02-21,Z03,6.2,2.2,71.5
2024-02-22,Z03,10.9,2.4,70.0
2024-02-23,Z03,7.0,0.0,63.0
2024-02-24,Z03,8.9,0.6,74.7
2024-02-25,Z03,10.8,14.7,72.8
2024-02-26,Z03,10.8,0.9,63.4
2024-02-27,Z03,10.8,2.7,73.9
2024-02-28,Z03,10.0,2.6,69.3
2024-02-29,Z03,10.9,8.5,66.8
2024-03-01,Z03,12.2,7.6,69.2
2024-03-02,Z03,10.7,0.4,67.1
2024-03-03,Z03,6.8,3.5,69.8
2024-03-04,Z03,9.3,0.0,67.9
2024-03-05,Z03,11.6,1.3,65.1
2024-03-06,Z03,9.4,0.0,56.5
2024-03-07,Z03,13.6,3.6,69.1
2024-03-08,Z03,10.7,9.5,64.4
2024-03-09,Z03,11.2,23.5,70.0
2024-03-10,Z03,13.2,1.4,68.4
2024-03-11,Z03,11.0,0.1,64.0
2024-03-12,Z03,11.8,0.0,70.7
2024-03-13,Z03,13.3,0.2,66.4
2024-03-14,Z03,9.2,7.7,66.0
2024-03-15,Z03,11.5,0.2,64.3
2024-03-16,Z03,13.7,0.5,73.2
2024-03-17,Z03,12.5,1.5,61.1
2024-03-18,Z03,15.2,0.6,62.8
2024-03-19,Z03,9.9,5.0,58.0
2024-03-20,Z03,9.9,8.0,67.7
2024-03-21,Z03,14.5,3.1,60.9
2024-03-22,Z03,14.8,9.9,61.3
2024-03-23,Z03,13.1,0.6,60.8
2024-03-24,Z03,14.3,8.0,63.5
2024-03-25,Z03,15.2,3.9,56.7
2024-03-26,Z03,12.5,1.5,51.5
2024-03-27,Z03,12.9,4.4,64.8
2024-03-28,Z03,14.7,5.6,51.7
2024-03-29,Z03,16.2,0.9,66.3
2024-03-30,Z03,12.6,5.4,69.6
2024-03-31,Z03,14.6,8.4,60.8
2024-04-01,Z03,14.7,2.8,67.9
2024-04-02,Z03,16.0,3.2,61.0
2024-04-03,Z03,15.5,3.3,68.9
2024-04-04,Z03,14.7,4.7,58.4
2024-04-05,Z03,18.1,0.4,48.6
2024-04-06,Z03,15.1,3.1,59.8
2024-04-07,Z03,15.7,1.3,68.5
2024-04-08,Z03,13.6,1.4,62.4
2024-04-09,Z03,15.3,1.4,56.9
2024-04-10,Z03,17.7,46.7,60.8
2024-04-11,Z03,17.6,3.3,63.8
2024-04-12,Z03,18.3,0.1,58.3
2024-04-13,Z03,18.4,0.3,71.6
2024-04-14,Z03,21.3,0.2,55.6
