date,zone_id,population_est,billed_consumption_liters,production_volume_liters,avg_pressure_bar
2025-02-03,Z02,62000,5301070,5938184,3.31
2025-02-04,Z02,62000,5636875,6314347,4.24
2025-02-05,Z02,62000,6245026,6995589,3.79
2025-02-06,Z02,62000,5911120,6621553,3.8
2025-02-07,Z02,62000,5609886,6284115,3.88
2025-02-08,Z02,62000,6187680,6931352,3.12
2025-02-09,Z02,62000,6764157,7577113,3.71
2025-02-10,Z02,62000,6409563,7179901,3.84
2025-02-11,Z02,62000,6068624,6797987,3.65
2025-02-12,Z02,62000,6294446,7050949,3.4
2025-02-13,Z02,62000,6227817,6976312,3.58
2025-02-14,Z02,62000,6132085,6869074,3.03
2025-02-15,Z02,62000,6270399,7024012,3.91
2025-02-16,Z02,62000,6767586,7580954,2.88
2025-02-17,Z02,62000,6690302,7494382,3.19
2025-02-18,Z02,62000,5913120,6623793,3.94
2025-02-19,Z02,62000,5982363,6701358,3.75
2025-02-20,Z02,62000,6297599,7054481,3.36
2025-02-21,Z02,62000,6516291,7299457,2.74
2025-02-22,Z02,62000,7333894,8215324,3.58
2025-02-23,Z02,62000,7391530,8279887,3.28
2025-02-24,Z02,62000,6645644,7444356,3.84
2025-02-25,Z02,62000,6592796,7385157,3.34
2025-02-26,Z02,62000,6356253,7120185,2.72
2025-02-27,Z02,62000,6802823,7620426,2.91
2025-02-28,Z02,62000,6203550,6949129,3.39
2025-03-01,Z02,62000,7568768,8478427,3.65
2025-03-02,Z02,62000,6884568,7711996,3.02
2025-03-03,Z02,62000,6131988,6868966,3.22
2025-03-04,Z02,62000,7164023,8025037,4.0
2025-03-05,Z02,62000,6477814,7256355,4.15
2025-03-06,Z02,62000,6619974,7415601,3.74
2025-03-07,Z02,62000,6669043,7470567,3.46
2025-03-08,Z02,62000,7538557,8444584,3.29
2025-03-09,Z02,62000,7689449,8613611,3.87
2025-03-10,Z02,62000,6985552,7825116,3.44
2025-03-11,Z02,62000,6585539,7377027,4.06
2025-03-12,Z02,62000,7382865,8270181,4.09
2025-03-13,Z02,62000,7372307,8258354,3.81
2025-03-14,Z02,62000,6900163,7729464,3.35
2025-03-15,Z02,62000,7693838,8618529,3.39
2025-03-16,Z02,62000,7660873,8581601,2.78
2025-03-17,Z02,62000,7651238,8570809,3.57
2025-03-18,Z02,62000,6703181,7508808,3.56
2025-03-19,Z02,62000,7347950,8231069,2.91
2025-03-20,Z02,62000,7443732,8338363,4.78
2025-03-21,Z02,62000,7355722,8239775,3.88
2025-03-22,Z02,62000,7820908,8760870,3.18
2025-03-23,Z02,62000,8051425,9019092,4.63
2025-03-24,Z02,62000,7154523,8014395,3.35
2025-03-25,Z02,62000,7749627,8681022,4.02
2025-03-26,Z02,62000,7813357,8752412,3.64
2025-03-27,Z02,62000,7566696,8476105,3.37
2025-03-28,Z02,62000,7635186,8552827,3.43
2025-03-29,Z02,62000,8703888,9749972,4.32
2025-03-30,Z02,62000,9028271,10113341,4.04
2025-03-31,Z02,62000,7656346,8576530,3.54
2025-04-01,Z02,62000,8141126,9119574,2.57
2025-04-02,Z02,62000,7408071,8298416,3.75
2025-04-03,Z02,62000,7756517,8688740,2.98
2025-04-04,Z02,62000,7271113,8144997,3.87
2025-04-05,Z02,62000,9667500,10829397,3.24
2025-04-06,Z02,62000,9059211,10148000,3.3
2025-04-07,Z02,62000,8423377,9435748,3.28
2025-04-08,Z02,62000,8468656,9486468,4.11
2025-04-09,Z02,62000,8206471,9192773,2.72
2025-04-10,Z02,62000,8217570,9205206,3.97
2025-04-11,Z02,62000,8887063,9955162,3.77
2025-04-12,Z02,62000,9226804,10335735,3.56
2025-04-13,Z02,62000,9164232,10265642,3.38
2025-04-14,Z02,62000,8273291,9267623,3.84
2025-04-15,Z02,62000,8988113,10068357,3.38
2025-04-16,Z02,62000,8406272,9416586,3.38
2025-04-17,Z02,62000,9247936,10359407,3.63
2025-04-18,Z02,62000,8900341,9970036,4.46
2025-04-19,Z02,62000,10372641,11619286,2.84
2025-04-20,Z02,62000,9989779,11190408,3.85
2025-04-21,Z02,62000,8927053,9999958,3.53
2025-04-22,Z02,62000,8968326,10046192,3.49
2025-04-23,Z02,62000,9301833,10419782,2.84
2025-04-24,Z02,62000,9089222,10181618,2.72
2025-04-25,Z02,62000,8812810,9871984,3.77
2025-04-26,Z02,62000,9395185,10524353,2.97
2025-04-27,Z02,62000,10215133,11442847,4.11
2025-04-28,Z02,62000,9177024,10279972,3.09
2025-04-29,Z02,62000,8681217,9724576,3.88
2025-04-30,Z02,62000,9555314,10703727,3.31
2025-05-01,Z02,62000,10058267,11267128,3.29
2025-05-02,Z02,62000,9276848,10391794,3.14
2025-05-03,Z02,62000,10119427,11335638,3.82
2025-05-04,Z02,62000,10327755,11569005,3.96
2025-05-05,Z02,62000,9680426,10843876,3.44
2025-05-06,Z02,62000,9325041,10445779,3.9
2025-05-07,Z02,62000,9831305,11012888,3.61
2025-05-08,Z02,62000,10067843,11277854,2.93
2025-05-09,Z02,62000,9538409,10684790,3.79
2025-05-10,Z02,62000,10733003,12022957,3.45
2025-05-11,Z02,62000,12076343,13527748,2.29
2025-05-12,Z02,62000,9803824,10982104,3.4
2025-05-13,Z02,62000,9682944,10846697,2.75
2025-05-14,Z02,62000,10137792,11356211,2.98
2025-05-15,Z02,62000,10059647,11268674,3.48
2025-05-16,Z02,62000,10114692,11330335,3.56
2025-05-17,Z02,62000,11874390,13301524,3.18
2025-05-18,Z02,62000,11992234,13433531,3.86
2025-05-19,Z02,62000,11208097,12555152,3.54
2025-05-20,Z02,62000,9748362,10919977,3.39
2025-05-21,Z02,62000,10366274,11612153,3.62
2025-05-22,Z02,62000,10279281,11514705,4.2
2025-05-23,Z02,62000,11202458,12548835,2.52
2025-05-24,Z02,62000,11546390,12934102,4.25
2025-05-25,Z02,62000,11335271,12697610,3.29
2025-05-26,Z02,62000,10979948,12299582,3.21
2025-05-27,Z02,62000,10984251,12304403,3.4
2025-05-28,Z02,62000,11283223,12639307,3.16
2025-05-29,Z02,62000,10733235,12023218,3.08
2025-05-30,Z02,62000,10904231,12214765,4.02
2025-05-31,Z02,62000,12003702,13446376,3.68
2025-06-01,Z02,62000,11747734,13159645,2.64
2025-06-02,Z02,62000,11261380,12614839,3.94
2025-06-03,Z02,62000,11156127,12496935,3.86
2025-06-04,Z02,62000,11427499,12800923,2.86
2025-06-05,Z02,62000,10850735,12154840,3.69
2025-06-06,Z02,62000,11435475,12809857,3.91
2025-06-07,Z02,62000,11751699,13164087,2.8
2025-06-08,Z02,62000,12534207,14040641,3.74
2025-06-09,Z02,62000,11098587,12432480,3.26
2025-06-10,Z02,62000,11909001,13340295,3.87
2025-06-11,Z02,62000,12038550,13485413,3.13
2025-06-12,Z02,62000,11374588,12741652,4.12
2025-06-13,Z02,62000,11620740,13017388,3.48
2025-06-14,Z02,62000,11391669,12760786,3.29
2025-06-15,Z02,62000,12474289,13973521,3.24
2025-06-16,Z02,62000,11881223,13309178,4.04
2025-06-17,Z02,62000,12129889,13587730,3.24
2025-06-18,Z02,62000,11539636,12926536,4.13
2025-06-19,Z02,62000,10200216,11426138,3.71
2025-06-20,Z02,62000,11733726,13143954,2.91
2025-06-21,Z02,62000,12658647,14180037,3.61
2025-06-22,Z02,62000,13398951,15009315,3.62
2025-06-23,Z02,62000,11422099,12794873,2.89
2025-06-24,Z02,62000,11107421,12442376,3.6
2025-06-25,Z02,62000,12109217,13564574,3.87
2025-06-26,Z02,62000,12030112,13475961,4.16
2025-06-27,Z02,62000,11584281,12976547,4.14
2025-06-28,Z02,62000,13747535,15399794,4.79
2025-06-29,Z02,62000,13003720,14566583,3.6
2025-06-30,Z02,62000,11959807,13397206,3.88
2025-07-01,Z02,62000,11988525,13429376,3.3
2025-07-02,Z02,62000,11904224,13334943,4.54
2025-07-03,Z02,62000,12286368,13763015,3.15
2025-07-04,Z02,62000,11409611,12780885,4.52
2025-07-05,Z02,62000,13955428,15632672,4.46
2025-07-06,Z02,62000,13428302,15042193,3.21
2025-07-07,Z02,62000,11451420,12827718,4.12
2025-07-08,Z02,62000,11792093,13209335,3.83
2025-07-09,Z02,62000,11558442,12947603,3.39
2025-07-10,Z02,62000,11436672,12811198,3.53
2025-07-11,Z02,62000,11636315,13034835,3.73
2025-07-12,Z02,62000,12634062,14152498,3.78
2025-07-13,Z02,62000,12906565,14457751,4.35
2025-07-14,Z02,62000,11603596,12998184,3.89
2025-07-15,Z02,62000,12835452,14378091,3.22
2025-07-16,Z02,62000,11261107,12614533,3.97
2025-07-17,Z02,62000,12132073,13590176,2.73
2025-07-18,Z02,62000,12362393,13848178,3.41
2025-07-19,Z02,62000,13218969,14807702,3.45
2025-07-20,Z02,62000,13042784,14610342,3.93
2025-07-21,Z02,62000,12205053,13671928,4.49
2025-07-22,Z02,62000,12209927,13677387,3.71
2025-07-23,Z02,62000,13391081,15000499,3.42
2025-07-24,Z02,62000,12228634,13698343,3.25
2025-07-25,Z02,62000,12847217,14391270,4.02
2025-07-26,Z02,62000,14309243,16029011,3.5
2025-07-27,Z02,62000,13347103,14951235,3.35
2025-07-28,Z02,62000,12132002,13590097,4.08
2025-07-29,Z02,62000,12422337,13915326,4.18
2025-07-30,Z02,62000,12021322,13466114,3.12
2025-07-31,Z02,62000,11361575,12727075,2.85
2025-08-01,Z02,62000,11729642,13139378,3.55
2025-08-02,Z02,62000,13169420,14752198,3.03
2025-08-03,Z02,62000,13800622,15459261,2.96
2025-08-04,Z02,62000,12107417,13562557,3.08
2025-08-05,Z02,62000,12381885,13870012,4.12
2025-08-06,Z02,62000,11797957,13215904,3.93
2025-08-07,Z02,62000,12208824,13676152,4.83
2025-08-08,Z02,62000,12368291,13854784,3.28
2025-08-09,Z02,62000,13007031,14570292,4.26
2025-08-10,Z02,62000,13265203,14859493,3.85
2025-08-11,Z02,62000,11302703,12661128,3.32
2025-08-12,Z02,62000,11571097,12961779,3.53
2025-08-13,Z02,62000,11809206,13228505,3.32
2025-08-14,Z02,62000,12482000,13982159,3.73
2025-08-15,Z02,62000,12570844,14081681,4.09
2025-08-16,Z02,62000,13129306,14707262,3.42
2025-08-17,Z02,62000,13629387,15267446,4.02
2025-08-18,Z02,62000,11531377,12917285,4.24
2025-08-19,Z02,62000,12031231,13477214,4.35
2025-08-20,Z02,62000,11785713,13202189,3.01
2025-08-21,Z02,62000,11057411,12386356,3.58
2025-08-22,Z02,62000,11312273,12671848,3.95
2025-08-23,Z02,62000,13168552,14751225,3.06
2025-08-24,Z02,62000,12282690,13758895,2.95
2025-08-25,Z02,62000,11055775,12384523,3.59
2025-08-26,Z02,62000,11269149,12623541,3.39
2025-08-27,Z02,62000,11415635,12787633,3.51
2025-08-28,Z02,62000,11579837,12971570,3.36
2025-08-29,Z02,62000,11877125,13304588,4.68
2025-08-30,Z02,62000,12017607,13461952,3.37
2025-08-31,Z02,62000,12588185,14101106,3.89
2025-09-01,Z02,62000,11691177,13096291,3.86
2025-09-02,Z02,62000,11356938,12721881,2.76
2025-09-03,Z02,62000,10632091,11909918,4.33
2025-09-04,Z02,62000,10842331,12145426,3.91
2025-09-05,Z02,62000,10871210,12177775,3.68
2025-09-06,Z02,62000,12178026,13641652,4.13
2025-09-07,Z02,62000,11135504,12473834,3.58
2025-09-08,Z02,62000,10546294,11813809,4.04
2025-09-09,Z02,62000,10383198,11631112,2.66
2025-09-10,Z02,62000,11026264,12351465,4.01
2025-09-11,Z02,62000,10235105,11465220,3.69
2025-09-12,Z02,62000,10291613,11528519,3.7
2025-09-13,Z02,62000,11683252,13087414,3.18
2025-09-14,Z02,62000,12453859,13950637,3.49
2025-09-15,Z02,62000,10451534,11707660,3.48
2025-09-16,Z02,62000,10225949,11454963,3.03
2025-09-17,Z02,62000,10446739,11702289,3.78
2025-09-18,Z02,62000,10650527,11930569,4.39
2025-09-19,Z02,62000,9682383,10846068,2.89
2025-09-20,Z02,62000,11519245,12903694,3.85
2025-09-21,Z02,62000,10992650,12313811,3.39
2025-09-22,Z02,62000,9645629,10804897,3.33
2025-09-23,Z02,62000,9704411,10870743,3.64
2025-09-24,Z02,62000,10119100,11335273,3.64
2025-09-25,Z02,62000,10359429,11604486,3.69
2025-09-26,Z02,62000,9040292,10126806,3.03
2025-09-27,Z02,62000,10724754,12013717,4.14
2025-09-28,Z02,62000,11170164,12512660,3.64
2025-09-29,Z02,62000,10382463,11630288,3.9
2025-09-30,Z02,62000,8484033,9503693,4.21
2025-10-01,Z02,62000,10377509,11624738,2.64
2025-10-02,Z02,62000,9434512,10568407,3.92
2025-10-03,Z02,62000,8403515,9413498,3.52
2025-10-04,Z02,62000,10220764,11449155,4.11
2025-10-05,Z02,62000,10108599,11323509,3.2
2025-10-06,Z02,62000,9653115,10813283,4.07
2025-10-07,Z02,62000,8687369,9731468,3.07
2025-10-08,Z02,62000,9379003,10506226,3.8
2025-10-09,Z02,62000,9136142,10234176,3.74
2025-10-10,Z02,62000,9081089,10172507,3.52
2025-10-11,Z02,62000,10580773,11852432,3.08
2025-10-12,Z02,62000,9677680,10840800,3.42
2025-10-13,Z02,62000,8841848,9904513,4.06
2025-10-14,Z02,62000,8118335,9094044,4.34
2025-10-15,Z02,62000,8695886,9741008,4.58
2025-10-16,Z02,62000,8459767,9476511,3.86
2025-10-17,Z02,62000,8557407,9585887,3.73
2025-10-18,Z02,62000,8787714,9843872,3.82
2025-10-19,Z02,62000,9722417,10890913,4.56
2025-10-20,Z02,62000,8532044,9557475,3.86
2025-10-21,Z02,62000,8429028,9442078,3.64
2025-10-22,Z02,62000,8189810,9174109,3.46
2025-10-23,Z02,62000,8084462,9056099,3.52
2025-10-24,Z02,62000,8372564,9378827,3.79
2025-10-25,Z02,62000,9388952,10517371,3.22
2025-10-26,Z02,62000,9182815,10286459,3.29
2025-10-27,Z02,62000,8266543,9260064,3.57
2025-10-28,Z02,62000,7797106,8734207,3.37
2025-10-29,Z02,62000,8352074,9355874,3.9
2025-10-30,Z02,62000,7999635,8961078,3.94
2025-10-31,Z02,62000,8861260,9926257,3.73
2025-11-01,Z02,62000,8952451,11147883,3.84
2025-11-02,Z02,62000,9116848,11352595,3.66
2025-11-03,Z02,62000,7741395,9639837,1.7
2025-11-04,Z02,62000,7552410,9404506,3.16
2025-11-05,Z02,62000,7997449,9958683,3.95
2025-11-06,Z02,62000,7545189,8452014,3.18
2025-11-07,Z02,62000,7064944,7914050,4.03
2025-11-08,Z02,62000,8579863,9611040,4.06
2025-11-09,Z02,62000,8262098,9255085,3.47
2025-11-10,Z02,62000,7103255,7956966,3.3
2025-11-11,Z02,62000,7448560,8343772,3.6
2025-11-12,Z02,62000,7721847,8649904,3.58
2025-11-13,Z02,62000,7738686,8668767,3.91
2025-11-14,Z02,62000,7604197,8518113,2.43
2025-11-15,Z02,62000,7528412,8433220,3.23
2025-11-16,Z02,62000,8337508,9339558,3.09
2025-11-17,Z02,62000,7168456,8030002,2.34
2025-11-18,Z02,62000,7160362,8020936,3.35
2025-11-19,Z02,62000,7494747,8395509,2.85
2025-11-20,Z02,62000,6738140,7547969,3.41
2025-11-21,Z02,62000,6466334,7243495,3.36
2025-11-22,Z02,62000,7823135,8763365,3.83
2025-11-23,Z02,62000,7692641,8617187,3.47
2025-11-24,Z02,62000,7193674,8058252,2.75
2025-11-25,Z02,62000,6413873,7184729,3.77
2025-11-26,Z02,62000,6656990,7457066,4.81
2025-11-27,Z02,62000,6767598,7580967,4.14
2025-11-28,Z02,62000,7501809,8403420,3.94
2025-11-29,Z02,62000,7750225,8681693,3.5
2025-11-30,Z02,62000,7272653,8146723,3.35
2025-12-01,Z02,62000,7000911,7842321,3.32
2025-12-02,Z02,62000,6381940,7148958,3.72
2025-12-03,Z02,62000,7280946,8156013,3.03
2025-12-04,Z02,62000,6543681,7330139,3.71
2025-12-05,Z02,62000,6386562,7154136,3.27
2025-12-06,Z02,62000,7498427,8399632,2.74
2025-12-07,Z02,62000,7103717,7957483,3.26
2025-12-08,Z02,62000,6553294,7340907,4.23
2025-12-09,Z02,62000,6674404,7476572,3.67
2025-12-10,Z02,62000,6550477,7337752,1.82
2025-12-11,Z02,62000,6080709,6811524,3.26
2025-12-12,Z02,62000,6563522,7352364,4.05
2025-12-13,Z02,62000,7116361,7971647,3.45
2025-12-14,Z02,62000,7103729,7957496,3.86
2025-12-15,Z02,62000,6431138,7204070,3.4
2025-12-16,Z02,62000,6271252,7024968,3.69
2025-12-17,Z02,62000,6502649,7284175,3.62
2025-12-18,Z02,62000,5908592,6618721,3.28
2025-12-19,Z02,62000,6499389,7280523,3.89
2025-12-20,Z02,62000,6445258,7219886,4.37
2025-12-21,Z02,62000,6643649,7442121,3.79
2025-12-22,Z02,62000,6010461,6732833,3.65
2025-12-23,Z02,62000,6361956,7126573,3.18
2025-12-24,Z02,62000,6263446,7016223,4.07
2025-12-25,Z02,62000,5987338,6706932,3.34
2025-12-26,Z02,62000,6295845,7052516,3.88
2025-12-27,Z02,62000,6927367,7759939,3.98
2025-12-28,Z02,62000,6565891,7355018,4.09
2025-12-29,Z02,62000,6001241,6722505,4.1
2025-12-30,Z02,62000,5794411,6490817,4.08
2025-12-31,Z02,62000,6544209,7330730,2.97
2023-01-01,Z03,35500,3403947,3774178,4.31
2023-01-02,Z03,35500,3115227,3454055,4.17
2023-01-03,Z03,35500,3036327,3366574,3.84
2023-01-04,Z03,35500,3340511,3703841,3.1
2023-01-05,Z03,35500,3241696,3594279,4.0
2023-01-06,Z03,35500,3204637,3553190,3.63
2023-01-07,Z03,35500,3581619,3971174,3.62
2023-01-08,Z03,35500,3598787,3990209,3.64
2023-01-09,Z03,35500,2989095,3314204,3.58
2023-01-10,Z03,35500,3158964,3502549,3.17
2023-01-11,Z03,35500,3234848,3586686,2.84
2023-01-12,Z03,35500,3088738,3424685,2.74
2023-01-13,Z03,35500,3409924,3780804,3.75
2023-01-14,Z03,35500,3493905,3873919,2.39
2023-01-15,Z03,35500,3470698,3848188,3.96
2023-01-16,Z03,35500,3346572,3710561,3.85
2023-01-17,Z03,35500,3093895,3430403,3.45
2023-01-18,Z03,35500,2955182,3276602,4.11
2023-01-19,Z03,35500,3302216,3661381,3.47
2023-01-20,Z03,35500,3062593,3395696,3.81
2023-01-21,Z03,35500,3760721,4169756,2.62
2023-01-22,Z03,35500,3647455,4044170,2.48
2023-01-23,Z03,35500,3592479,3983215,3.48
2023-01-24,Z03,35500,3265872,3621085,3.81
2023-01-25,Z03,35500,3353736,3891278,4.08
2023-01-26,Z03,35500,3288169,3815203,3.51
2023-01-27,Z03,35500,3436570,3987389,3.72
2023-01-28,Z03,35500,3567311,4139086,3.99
2023-01-29,Z03,35500,3670339,4258627,3.54
2023-01-30,Z03,35500,3372906,3913521,3.89
2023-01-31,Z03,35500,3211826,3726623,3.04
2023-02-01,Z03,35500,3233994,3752344,2.77
2023-02-02,Z03,35500,3517929,4081788,3.33
2023-02-03,Z03,35500,3387371,3930305,3.99
2023-02-04,Z03,35500,3707530,4301779,3.24
2023-02-05,Z03,35500,3521929,4086430,3.93
2023-02-06,Z03,35500,3365497,3904925,3.09
2023-02-07,Z03,35500,3548064,4116754,3.31
2023-02-08,Z03,35500,3291142,3818652,3.72
2023-02-09,Z03,35500,3407593,3953768,3.27
2023-02-10,Z03,35500,3125348,3465277,3.35
2023-02-11,Z03,35500,3906541,4331436,2.3
2023-02-12,Z03,35500,3755097,4163520,4.02
2023-02-13,Z03,35500,3431807,3805067,3.54
2023-02-14,Z03,35500,3564128,3951781,3.13
2023-02-15,Z03,35500,3519188,3901953,4.52
2023-02-16,Z03,35500,3613090,4006068,3.21
2023-02-17,Z03,35500,3343189,3706811,3.34
2023-02-18,Z03,35500,3804209,4217974,3.12
2023-02-19,Z03,35500,4019129,4456270,4.15
2023-02-20,Z03,35500,3551097,3937332,4.32
2023-02-21,Z03,35500,3800925,4214333,4.27
2023-02-22,Z03,35500,3595424,3986480,4.26
2023-02-23,Z03,35500,3708856,4112249,3.3
2023-02-24,Z03,35500,3438151,3812102,4.44
2023-02-25,Z03,35500,4082226,4526229,3.5
2023-02-26,Z03,35500,3791616,4204011,2.83
2023-02-27,Z03,35500,3913598,4339260,3.39
2023-02-28,Z03,35500,3454449,3830172,3.76
2023-03-01,Z03,35500,3612566,4005487,3.28
2023-03-02,Z03,35500,3510355,3892159,3.67
2023-03-03,Z03,35500,3910063,4335341,3.87
2023-03-04,Z03,35500,3932116,4359793,3.81
2023-03-05,Z03,35500,3986758,4420378,3.93
2023-03-06,Z03,35500,4019903,4457127,3.51
2023-03-07,Z03,35500,3841173,4258958,3.24
2023-03-08,Z03,35500,3935983,4364081,2.86
2023-03-09,Z03,35500,4055750,4496874,3.56
2023-03-10,Z03,35500,3844502,4262649,3.33
2023-03-11,Z03,35500,4418418,4898987,3.54
2023-03-12,Z03,35500,4327660,4798358,2.56
2023-03-13,Z03,35500,3974730,4407042,2.84
2023-03-14,Z03,35500,3843484,4261521,3.85
2023-03-15,Z03,35500,3648904,4045777,2.78
2023-03-16,Z03,35500,3873242,4294516,3.5
2023-03-17,Z03,35500,3939373,4367838,3.18
2023-03-18,Z03,35500,4676692,5185353,3.15
2023-03-19,Z03,35500,4235297,4695949,3.64
2023-03-20,Z03,35500,4213432,4671706,3.61
2023-03-21,Z03,35500,4116604,4564346,3.87
2023-03-22,Z03,35500,4267862,4732057,3.05
2023-03-23,Z03,35500,3843399,4261427,3.16
2023-03-24,Z03,35500,4012174,4448558,4.16
2023-03-25,Z03,35500,4632612,5136478,3.49
2023-03-26,Z03,35500,4863223,5392172,3.78
2023-03-27,Z03,35500,4219958,4678942,3.35
2023-03-28,Z03,35500,4624275,5127234,3.83
2023-03-29,Z03,35500,4663509,5170736,2.36
2023-03-30,Z03,35500,4596424,5096354,4.18
2023-03-31,Z03,35500,4325283,4795722,3.37
2023-04-01,Z03,35500,5408998,5997308,2.98
2023-04-02,Z03,35500,4910906,5445041,3.07
2023-04-03,Z03,35500,4472154,4958568,3.47
2023-04-04,Z03,35500,4496654,4985733,3.54
2023-04-05,Z03,35500,4349309,4822362,3.67
2023-04-06,Z03,35500,4744716,5260775,3.0
2023-04-07,Z03,35500,4567226,5063980,4.04
2023-04-08,Z03,35500,5095946,5650207,3.34
2023-04-09,Z03,35500,4827714,5352801,3.31
2023-04-10,Z03,35500,4611770,5113369,3.49
2023-04-11,Z03,35500,4807215,5330072,3.93
2023-04-12,Z03,35500,4881370,5412292,3.58
2023-04-13,Z03,35500,4600847,5101259,3.33
2023-04-14,Z03,35500,4855674,5383802,3.44
2023-04-15,Z03,35500,5091767,5645573,4.21
2023-04-16,Z03,35500,5323985,5903048,4.13
2023-04-17,Z03,35500,4690960,5201173,3.78
2023-04-18,Z03,35500,4796952,5318693,3.67
2023-04-19,Z03,35500,4801947,5324231,4.76
2023-04-20,Z03,35500,5066000,5617003,3.83
2023-04-21,Z03,35500,5254566,5826079,3.69
2023-04-22,Z03,35500,5364710,5948202,3.5
2023-04-23,Z03,35500,5443187,6035216,3.78
2023-04-24,Z03,35500,5291182,5866678,2.08
2023-04-25,Z03,35500,5041102,5589397,4.11
2023-04-26,Z03,35500,5230137,5798993,2.96
2023-04-27,Z03,35500,5079418,5631881,3.24
2023-04-28,Z03,35500,5251209,5822357,2.9
2023-04-29,Z03,35500,5835738,6470462,3.23
2023-04-30,Z03,35500,5965777,6614645,3.43
2023-05-01,Z03,35500,5222275,5790276,4.04
2023-05-02,Z03,35500,4984255,5526368,4.24
2023-05-03,Z03,35500,5274708,5848412,4.57
2023-05-04,Z03,35500,5114816,5671129,3.65
2023-05-05,Z03,35500,5186599,5750719,3.49
2023-05-06,Z03,35500,5901998,6543929,3.99
2023-05-07,Z03,35500,6074059,6734704,3.17
2023-05-08,Z03,35500,5794431,6424663,3.12
2023-05-09,Z03,35500,5180002,5743405,3.42
2023-05-10,Z03,35500,5744089,6368845,3.58
2023-05-11,Z03,35500,5566577,6172026,2.57
2023-05-12,Z03,35500,5853231,6489858,4.13
2023-05-13,Z03,35500,6537199,7248218,3.72
2023-05-14,Z03,35500,6305667,6991503,4.0
2023-05-15,Z03,35500,6078266,6739369,2.81
2023-05-16,Z03,35500,5992968,6644794,3.27
2023-05-17,Z03,35500,5848738,6484877,3.24
2023-05-18,Z03,35500,5715823,6337504,3.5
2023-05-19,Z03,35500,5967224,6616249,3.58
2023-05-20,Z03,35500,6631821,7353132,4.03
2023-05-21,Z03,35500,6368391,7061050,3.65
2023-05-22,Z03,35500,5374822,5959415,3.23
2023-05-23,Z03,35500,5989056,6640455,4.69
2023-05-24,Z03,35500,5858188,6495354,3.47
2023-05-25,Z03,35500,6152804,6822014,3.15
2023-05-26,Z03,35500,5828790,6462758,2.66
2023-05-27,Z03,35500,6250180,6929981,3.65
2023-05-28,Z03,35500,6491003,7196998,3.95
2023-05-29,Z03,35500,5783794,6412868,3.03
2023-05-30,Z03,35500,6631934,7353257,3.91
2023-05-31,Z03,35500,5844207,6479852,3.64
2023-06-01,Z03,35500,5945342,6591987,2.71
2023-06-02,Z03,35500,5926946,6571590,3.91
2023-06-03,Z03,35500,7277752,8069317,3.47
2023-06-04,Z03,35500,7085403,7856047,3.04
2023-06-05,Z03,35500,6571584,7286342,4.08
2023-06-06,Z03,35500,6330710,7019269,4.07
2023-06-07,Z03,35500,5859132,6496401,3.03
2023-06-08,Z03,35500,5950813,6598054,3.75
2023-06-09,Z03,35500,6385758,7080305,3.7
2023-06-10,Z03,35500,6907055,7658301,3.57
2023-06-11,Z03,35500,6716388,7446896,3.34
2023-06-12,Z03,35500,6489167,7194962,3.53
2023-06-13,Z03,35500,6380384,7074346,4.07
2023-06-14,Z03,35500,6050508,6708592,3.8
2023-06-15,Z03,35500,6435256,7135187,2.64
2023-06-16,Z03,35500,6392107,7087345,2.53
2023-06-17,Z03,35500,7147526,7924927,2.67
2023-06-18,Z03,35500,7203055,7986496,2.92
2023-06-19,Z03,35500,6855552,7601197,3.22
2023-06-20,Z03,35500,6210065,6885503,3.37
2023-06-21,Z03,35500,6343799,7033782,3.57
2023-06-22,Z03,35500,6847847,7592653,3.58
2023-06-23,Z03,35500,6136016,6803400,3.58
2023-06-24,Z03,35500,7032321,7797192,4.17
2023-06-25,Z03,35500,7793101,8640717,2.76
2023-06-26,Z03,35500,6646481,7369386,3.77
2023-06-27,Z03,35500,6556090,7269163,3.76
2023-06-28,Z03,35500,6453252,7155140,2.97
2023-06-29,Z03,35500,6869042,7616154,3.87
2023-06-30,Z03,35500,6333706,7022591,3.79
2023-07-01,Z03,35500,7483691,8297655,3.58
2023-07-02,Z03,35500,6542688,7254304,2.39
2023-07-03,Z03,35500,6691959,7419810,4.08
2023-07-04,Z03,35500,6721486,7452548,3.71
2023-07-05,Z03,35500,6946961,7702548,3.8
2023-07-06,Z03,35500,6218966,6895372,1.9
2023-07-07,Z03,35500,6808997,7549578,3.33
2023-07-08,Z03,35500,7727272,8567729,2.88
2023-07-09,Z03,35500,7333338,8130948,4.25
2023-07-10,Z03,35500,6562966,7276788,3.05
2023-07-11,Z03,35500,6834169,7577487,4.34
2023-07-12,Z03,35500,6527058,7236973,4.08
2023-07-13,Z03,35500,7221994,8007494,3.71
2023-07-14,Z03,35500,6628237,7349157,4.17
2023-07-15,Z03,35500,7467902,8280149,3.13
2023-07-16,Z03,35500,7616573,8444990,3.22
2023-07-17,Z03,35500,6532031,7242487,4.06
2023-07-18,Z03,35500,6672187,7397888,3.13
2023-07-19,Z03,35500,7100219,7872475,2.94
2023-07-20,Z03,35500,6826467,7568947,3.44
2023-07-21,Z03,35500,6587387,7303865,3.16
2023-07-22,Z03,35500,7383237,8186275,4.53
2023-07-23,Z03,35500,7203163,7986616,3.99
